id,user_id,hotel_id,review_date,review_body,date_of_stay,room_tip,trip_type,overall_rating,value_rating,location_rating,service_rating,rooms_rating,cleanliness_rating,sleep_quality_rating,review_helpful_votes
34,86,3,Wed May 20 2020 18:41:19 GMT-0700 (Pacific Daylight Time),I was confused by the chairs in the bathroom. The location was okay. I would very likely stay here again.,Tue May 19 2020 11:17:06 GMT-0700 (Pacific Daylight Time),Do not forget to eat at the hotel restaurant.,Families,4,1,2,5,2,4,1,3
35,183,3,Fri Jul 27 2018 10:16:45 GMT-0700 (Pacific Daylight Time),I liked the assistance in the workout room. The location was fun. I would very likely stay here again.,Sun Dec 18 2016 19:52:50 GMT-0800 (Pacific Standard Time),Always ask for local restaurant recommendations.,Solo,1,2,4,5,5,2,4,16
36,758,3,Wed Apr 24 2019 12:03:46 GMT-0700 (Pacific Daylight Time),I was surprised by the refreshments in the workout room. The location was fun. I would likely stay here again.,Sun Aug 06 2017 16:31:00 GMT-0700 (Pacific Daylight Time),You might want to hang out in the lobby.,Couples,5,3,2,2,1,4,4,29
37,394,3,Sat May 23 2015 00:22:05 GMT-0700 (Pacific Daylight Time),I was angered by the refreshments in the outdoor area. The location was pleasant. I would probably not stay here again.,Thu Jul 04 2013 23:53:49 GMT-0700 (Pacific Daylight Time),Do not use the mini bar.,Friends,2,1,2,5,3,5,3,24
38,351,3,Wed Mar 07 2012 13:01:57 GMT-0800 (Pacific Standard Time),I was happy with the appliances in the garage. The location was fun. I would definitely stay here again.,Wed Feb 29 2012 13:34:28 GMT-0800 (Pacific Standard Time),It is always recommended that you use the mini bar.,Business,5,3,3,1,1,4,4,16
39,967,3,Tue Dec 10 2019 12:43:57 GMT-0800 (Pacific Standard Time),I liked the appliances in the bathroom. The location was perfect. I would potentially stay here again.,Sun Mar 31 2019 15:20:14 GMT-0700 (Pacific Daylight Time),Do not forget to go swimming.,Business,4,4,2,4,4,1,1,19
40,418,4,Sun Jul 05 2020 12:38:45 GMT-0700 (Pacific Daylight Time),I was angered by the appliances in the room. The location was okay. I would very likely stay here again.,Tue Aug 22 2017 23:20:24 GMT-0700 (Pacific Daylight Time),Do not forget to tip the maids.,Solo,5,5,5,5,5,2,5,10
41,784,4,Fri May 29 2020 16:43:06 GMT-0700 (Pacific Daylight Time),I was confused by the appliances in the garage. The location was vibrant. I would not stay here again.,Fri Mar 02 2018 18:50:44 GMT-0800 (Pacific Standard Time),Never use the mini bar.,Couples,2,3,3,2,3,1,2,2
42,228,4,Sun Jul 05 2020 05:18:25 GMT-0700 (Pacific Daylight Time),I was angered by the assistance in the bathroom. The location was relaxing. I would potentially stay here again.,Wed Jun 10 2020 15:45:12 GMT-0700 (Pacific Daylight Time),It is always recommended that you check out the bar.,Couples,2,1,2,1,5,1,5,25
43,501,4,Fri Oct 23 2015 00:53:13 GMT-0700 (Pacific Daylight Time),I was confused by the amenities in the room. The location was fun. I would very likely stay here again.,Thu Jan 15 2015 04:12:59 GMT-0800 (Pacific Standard Time),Never try the snacks.,Families,5,5,2,1,4,1,4,22
44,379,4,Sun Nov 26 2017 14:51:43 GMT-0800 (Pacific Standard Time),I was angered by the assistance in the workout room. The location was okay. I would probably not stay here again.,Fri Nov 28 2014 04:25:19 GMT-0800 (Pacific Standard Time),Do not check out the bar.,Couples,5,4,2,5,3,5,2,20
45,916,4,Tue Oct 23 2018 16:13:57 GMT-0700 (Pacific Daylight Time),I liked the refreshments in the outdoor area. The location was perfect. I would definitely stay here again.,Sat Jan 14 2017 10:32:26 GMT-0800 (Pacific Standard Time),Always request a tour of the facilities.,Families,4,3,2,5,5,1,5,22
46,533,4,Sun Jan 05 2020 05:24:34 GMT-0800 (Pacific Standard Time),I was angered by the cupboards in the room. The location was vibrant. I would certainly stay here again.,Wed Nov 21 2012 22:07:18 GMT-0800 (Pacific Standard Time),Do not tip the maids.,Couples,4,2,5,1,5,1,4,22
47,172,4,Wed Jul 30 2014 19:38:18 GMT-0700 (Pacific Daylight Time),I hated the refreshments in the room. The location was fun. I would certainly stay here again.,Thu Jun 24 2010 06:46:34 GMT-0700 (Pacific Daylight Time),You might want to use the mini bar.,Business,5,5,1,5,1,1,3,4
48,314,4,Mon Nov 07 2016 21:35:49 GMT-0800 (Pacific Standard Time),I was confused by the chairs in the garage. The location was okay. I would certainly stay here again.,Tue May 24 2016 21:05:49 GMT-0700 (Pacific Daylight Time),Do not ask for an upgrade.,Solo,4,4,1,1,5,2,2,25
49,639,4,Sat Nov 23 2019 21:13:35 GMT-0800 (Pacific Standard Time),I was surprised by the chairs in the room. The location was nothing special. I would potentially stay here again.,Fri Jan 03 2014 10:58:26 GMT-0800 (Pacific Standard Time),Always ask for an upgrade.,Friends,2,5,1,2,5,3,4,6
50,115,5,Sat Aug 10 2019 20:15:37 GMT-0700 (Pacific Daylight Time),I was taken aback by the refreshments in the bathroom. The location was okay. I would certainly stay here again.,Thu Jan 17 2019 10:03:02 GMT-0800 (Pacific Standard Time),Do not forget to check out the bar.,Business,4,2,3,4,3,3,2,24
51,835,5,Sat Aug 12 2017 04:11:00 GMT-0700 (Pacific Daylight Time),I was happy with the cupboards in the bathroom. The location was perfect. I would not stay here again.,Thu Nov 24 2011 17:46:48 GMT-0800 (Pacific Standard Time),Do not forget to go swimming.,Business,4,3,5,4,3,2,3,6
52,530,5,Fri Jan 31 2020 10:25:35 GMT-0800 (Pacific Standard Time),I was angered by the refreshments in the lobby. The location was fun. I would potentially stay here again.,Thu Jul 18 2019 20:09:18 GMT-0700 (Pacific Daylight Time),It is always recommended that you check out the bar.,Friends,4,1,5,2,5,5,4,20
53,419,5,Fri Dec 13 2019 13:19:11 GMT-0800 (Pacific Standard Time),I liked the amenities in the outdoor area. The location was perfect. I would potentially stay here again.,Tue Sep 19 2017 14:13:31 GMT-0700 (Pacific Daylight Time),Always ask for an upgrade.,Couples,3,2,4,1,4,4,2,0
54,394,5,Sat Jan 02 2016 21:14:32 GMT-0800 (Pacific Standard Time),I was delighted by the refreshments in the lobby. The location was relaxing. I would likely stay here again.,Sat Mar 31 2012 03:59:27 GMT-0700 (Pacific Daylight Time),Do not forget to request a tour of the facilities.,Solo,3,5,1,2,5,4,2,14
55,535,5,Mon Jun 11 2018 23:35:26 GMT-0700 (Pacific Daylight Time),I hated the assistance in the outdoor area. The location was nothing special. I would certainly stay here again.,Sat Aug 02 2014 15:34:13 GMT-0700 (Pacific Daylight Time),Make sure to use the mini bar.,Friends,3,2,1,5,5,4,2,22
56,354,5,Sat Oct 19 2019 04:13:04 GMT-0700 (Pacific Daylight Time),I was delighted by the chairs in the garage. The location was nothing special. I would not stay here again.,Sun Jan 29 2017 03:15:47 GMT-0800 (Pacific Standard Time),Never forget to check out the bar.,Families,3,5,3,1,5,3,4,5
57,868,5,Sat Mar 28 2020 12:58:06 GMT-0700 (Pacific Daylight Time),I was confused by the cupboards in the outdoor area. The location was pleasant. I would potentially stay here again.,Wed Jul 18 2012 21:48:32 GMT-0700 (Pacific Daylight Time),Always check out the bar.,Solo,1,5,2,4,4,3,1,4
58,993,5,Fri Feb 08 2019 14:53:12 GMT-0800 (Pacific Standard Time),I was delighted by the amenities in the outdoor area. The location was okay. I would probably not stay here again.,Mon Nov 05 2018 15:38:47 GMT-0800 (Pacific Standard Time),It is always recommended that you check out the bar.,Friends,3,4,3,2,1,1,5,10
59,157,5,Sun May 10 2020 01:16:54 GMT-0700 (Pacific Daylight Time),I was delighted by the refreshments in the room. The location was fun. I would probably not stay here again.,Tue Aug 27 2019 12:13:33 GMT-0700 (Pacific Daylight Time),Never forget to use the mini bar.,Families,5,4,2,3,5,5,2,27
60,327,6,Thu Dec 20 2018 18:31:23 GMT-0800 (Pacific Standard Time),I liked the appliances in the outdoor area. The location was okay. I would very likely stay here again.,Sat Jun 23 2018 00:02:19 GMT-0700 (Pacific Daylight Time),It is always recommended that you use the mini bar.,Business,4,3,4,1,4,4,2,17
61,229,6,Wed Jan 01 2020 00:52:21 GMT-0800 (Pacific Standard Time),I loved the refreshments in the workout room. The location was horrible. I would potentially stay here again.,Mon Oct 27 2014 12:06:13 GMT-0700 (Pacific Daylight Time),Always hang out in the lobby.,Friends,5,5,4,2,2,3,3,24
62,45,6,Fri Nov 30 2018 10:00:48 GMT-0800 (Pacific Standard Time),I was surprised by the refreshments in the garage. The location was nothing special. I would very likely stay here again.,Fri Apr 19 2013 19:40:43 GMT-0700 (Pacific Daylight Time),Always ask for an upgrade.,Couples,2,4,3,2,5,1,5,6
63,672,6,Thu Jan 17 2013 08:23:06 GMT-0800 (Pacific Standard Time),I was angered by the appliances in the garage. The location was horrible. I would probably not stay here again.,Mon Jul 04 2011 03:55:22 GMT-0700 (Pacific Daylight Time),I would advise everyone to use the mini bar.,Business,4,1,2,3,5,1,1,4
64,134,6,Wed Jun 10 2020 17:24:06 GMT-0700 (Pacific Daylight Time),I was confused by the refreshments in the bathroom. The location was relaxing. I would probably not stay here again.,Sun Feb 02 2020 08:01:52 GMT-0800 (Pacific Standard Time),Do not go swimming.,Couples,4,5,5,3,2,4,1,15
65,910,6,Mon Feb 13 2017 22:25:20 GMT-0800 (Pacific Standard Time),I was surprised by the refreshments in the lobby. The location was perfect. I would definitely stay here again.,Sat Feb 11 2017 14:56:01 GMT-0800 (Pacific Standard Time),Never go swimming.,Couples,3,5,3,3,4,5,1,21
66,231,6,Mon Sep 11 2017 21:38:31 GMT-0700 (Pacific Daylight Time),I was delighted by the appliances in the room. The location was perfect. I would likely stay here again.,Sat Apr 23 2016 15:25:57 GMT-0700 (Pacific Daylight Time),Do not request a tour of the facilities.,Solo,3,5,1,5,4,5,4,0
67,375,6,Fri Sep 07 2018 21:07:19 GMT-0700 (Pacific Daylight Time),I liked the cupboards in the garage. The location was okay. I would very likely stay here again.,Wed Sep 28 2016 18:37:30 GMT-0700 (Pacific Daylight Time),Do not ask for an upgrade.,Friends,1,5,4,4,5,2,2,13
68,170,6,Sun Aug 28 2016 11:13:58 GMT-0700 (Pacific Daylight Time),I hated the assistance in the garage. The location was noisy. I would probably not stay here again.,Fri Feb 19 2016 11:18:35 GMT-0800 (Pacific Standard Time),It is always recommended that you request a tour of the facilities.,Families,5,4,1,3,1,2,3,1
69,984,6,Wed Mar 27 2019 19:19:58 GMT-0700 (Pacific Daylight Time),I was delighted by the appliances in the room. The location was nothing special. I would very likely stay here again.,Fri Jun 12 2015 15:30:43 GMT-0700 (Pacific Daylight Time),Never try the snacks.,Business,3,2,5,2,2,2,5,8
70,175,7,Sun Jun 07 2020 02:15:15 GMT-0700 (Pacific Daylight Time),I liked the appliances in the bathroom. The location was nothing special. I would likely stay here again.,Fri Sep 23 2016 22:31:31 GMT-0700 (Pacific Daylight Time),I would advise everyone to hang out in the lobby.,Business,3,2,1,2,1,2,5,6
71,649,7,Wed Jun 17 2020 11:01:35 GMT-0700 (Pacific Daylight Time),I loved the appliances in the bathroom. The location was noisy. I would probably not stay here again.,Mon Mar 02 2020 08:54:01 GMT-0800 (Pacific Standard Time),Make sure to tip the maids.,Business,4,5,4,1,1,2,5,17
72,233,7,Tue Jun 02 2020 19:17:47 GMT-0700 (Pacific Daylight Time),I was delighted by the chairs in the lobby. The location was vibrant. I would potentially stay here again.,Fri May 15 2020 05:48:13 GMT-0700 (Pacific Daylight Time),Always go swimming.,Couples,5,1,2,2,4,4,3,25
73,854,7,Thu Nov 21 2019 23:04:46 GMT-0800 (Pacific Standard Time),I liked the appliances in the lobby. The location was vibrant. I would likely stay here again.,Mon Jun 03 2019 15:36:14 GMT-0700 (Pacific Daylight Time),Never forget to hang out in the lobby.,Families,4,5,2,2,4,1,4,1
74,980,7,Mon Apr 06 2020 09:00:05 GMT-0700 (Pacific Daylight Time),I loved the amenities in the room. The location was perfect. I would probably not stay here again.,Fri Dec 20 2019 08:39:42 GMT-0800 (Pacific Standard Time),Never forget to use the mini bar.,Business,3,3,1,4,3,3,1,6
75,797,7,Tue Apr 15 2014 08:28:00 GMT-0700 (Pacific Daylight Time),I was happy with the amenities in the garage. The location was perfect. I would definitely stay here again.,Sat Jul 03 2010 11:10:50 GMT-0700 (Pacific Daylight Time),Always eat at the hotel restaurant.,Families,3,5,5,3,5,3,1,29
76,933,7,Sat Dec 23 2017 17:54:36 GMT-0800 (Pacific Standard Time),I loved the appliances in the garage. The location was nothing special. I would probably not stay here again.,Sat Dec 23 2017 09:20:59 GMT-0800 (Pacific Standard Time),Make sure to hang out in the lobby.,Friends,5,1,1,5,1,3,1,23
77,773,7,Fri Aug 17 2018 05:18:47 GMT-0700 (Pacific Daylight Time),I was taken aback by the assistance in the bathroom. The location was noisy. I would probably not stay here again.,Wed Oct 19 2016 10:42:02 GMT-0700 (Pacific Daylight Time),I would advise everyone to check out the bar.,Solo,2,2,1,1,5,2,3,26
78,887,7,Sat Jul 30 2016 04:04:32 GMT-0700 (Pacific Daylight Time),I loved the appliances in the bathroom. The location was perfect. I would potentially stay here again.,Mon Jun 27 2016 10:01:45 GMT-0700 (Pacific Daylight Time),It is always recommended that you try the snacks.,Friends,5,2,5,1,4,3,2,30
79,816,7,Wed Nov 27 2013 05:33:49 GMT-0800 (Pacific Standard Time),I was surprised by the appliances in the workout room. The location was vibrant. I would very likely stay here again.,Sun Sep 25 2011 08:39:09 GMT-0700 (Pacific Daylight Time),Never forget to hang out in the lobby.,Friends,3,2,4,3,3,2,4,3
80,711,8,Sat Jul 07 2018 18:13:00 GMT-0700 (Pacific Daylight Time),I was happy with the assistance in the room. The location was pleasant. I would not stay here again.,Wed May 03 2017 00:38:43 GMT-0700 (Pacific Daylight Time),Never forget to check out the bar.,Families,3,4,2,5,2,2,5,20
81,393,8,Wed Aug 15 2018 11:17:05 GMT-0700 (Pacific Daylight Time),I loved the assistance in the room. The location was noisy. I would potentially stay here again.,Thu Feb 16 2017 10:30:00 GMT-0800 (Pacific Standard Time),You might want to go swimming.,Families,2,2,1,4,5,2,3,23
82,477,8,Sun Jun 02 2019 05:32:50 GMT-0700 (Pacific Daylight Time),I was happy with the appliances in the bathroom. The location was vibrant. I would probably not stay here again.,Sat Jan 14 2012 23:12:23 GMT-0800 (Pacific Standard Time),It is always recommended that you use the mini bar.,Couples,4,3,2,3,1,2,5,15
83,133,8,Sun Nov 19 2017 19:54:27 GMT-0800 (Pacific Standard Time),I loved the assistance in the room. The location was perfect. I would probably not stay here again.,Thu Dec 12 2013 20:49:55 GMT-0800 (Pacific Standard Time),Never tip the maids.,Families,1,5,4,5,3,5,1,22
84,719,8,Fri Nov 08 2019 04:39:42 GMT-0800 (Pacific Standard Time),I was confused by the refreshments in the garage. The location was noisy. I would probably not stay here again.,Tue Jul 09 2019 21:43:27 GMT-0700 (Pacific Daylight Time),You might want to tip the maids.,Friends,5,1,4,2,3,2,1,18
85,550,8,Fri Apr 20 2018 03:23:47 GMT-0700 (Pacific Daylight Time),I liked the refreshments in the bathroom. The location was pleasant. I would likely stay here again.,Wed Dec 01 2010 12:30:21 GMT-0800 (Pacific Standard Time),I would advise everyone to hang out in the lobby.,Families,5,4,2,1,1,3,2,24
86,796,8,Thu Jul 18 2019 13:21:15 GMT-0700 (Pacific Daylight Time),I was surprised by the refreshments in the workout room. The location was fun. I would not stay here again.,Thu Aug 04 2016 07:06:07 GMT-0700 (Pacific Daylight Time),Do not forget to ask for an upgrade.,Business,4,5,2,3,4,4,1,11
87,712,8,Wed Mar 29 2017 11:34:47 GMT-0700 (Pacific Daylight Time),I hated the assistance in the bathroom. The location was horrible. I would probably not stay here again.,Thu Apr 12 2012 14:24:26 GMT-0700 (Pacific Daylight Time),You might want to ask for local restaurant recommendations.,Solo,5,5,3,1,3,4,2,30
88,410,8,Mon Feb 15 2016 17:13:32 GMT-0800 (Pacific Standard Time),I was angered by the chairs in the workout room. The location was horrible. I would certainly stay here again.,Wed Jul 20 2011 09:10:13 GMT-0700 (Pacific Daylight Time),Make sure to hang out in the lobby.,Couples,3,5,5,2,1,4,4,10
89,41,8,Tue Dec 19 2017 23:35:45 GMT-0800 (Pacific Standard Time),I was confused by the refreshments in the garage. The location was horrible. I would very likely stay here again.,Tue Sep 16 2014 04:54:29 GMT-0700 (Pacific Daylight Time),Always try the snacks.,Couples,5,2,5,2,2,1,4,9
90,879,9,Wed Mar 21 2018 08:26:10 GMT-0700 (Pacific Daylight Time),I was happy with the cupboards in the room. The location was horrible. I would probably not stay here again.,Sun Dec 22 2013 04:24:11 GMT-0800 (Pacific Standard Time),Do not forget to check out the bar.,Business,5,3,3,4,5,1,5,24
91,451,9,Fri Oct 25 2013 22:12:21 GMT-0700 (Pacific Daylight Time),I was angered by the assistance in the lobby. The location was horrible. I would very likely stay here again.,Thu Mar 24 2011 06:52:00 GMT-0700 (Pacific Daylight Time),Make sure to request a tour of the facilities.,Solo,1,2,2,4,4,3,4,20
92,591,9,Wed Aug 31 2016 11:34:17 GMT-0700 (Pacific Daylight Time),I loved the chairs in the workout room. The location was pleasant. I would certainly stay here again.,Thu Apr 18 2013 14:26:40 GMT-0700 (Pacific Daylight Time),It is always recommended that you eat at the hotel restaurant.,Friends,4,1,3,2,2,5,3,12
93,126,9,Fri Aug 05 2016 22:05:22 GMT-0700 (Pacific Daylight Time),I was angered by the cupboards in the outdoor area. The location was vibrant. I would definitely stay here again.,Tue Nov 17 2015 00:09:44 GMT-0800 (Pacific Standard Time),Do not forget to tip the maids.,Couples,1,3,3,2,3,2,3,26
94,812,9,Sun Jul 30 2017 09:00:51 GMT-0700 (Pacific Daylight Time),I liked the appliances in the lobby. The location was okay. I would certainly stay here again.,Mon May 30 2016 03:26:25 GMT-0700 (Pacific Daylight Time),Always use the mini bar.,Solo,3,3,1,2,5,2,1,25
